# You can find the dataset in the paper titled "NSGAN: A Non-dominated Sorting Optimization-based Generative Adversarial Design Framework for Alloy Discovery." And for your convenience in reviewing, we have pasted the entire contents of the dataset below.
 \,Processing,Ag,Al,B,Be,Bi,Cd,Co,Cr,Cu,Er,Eu,Fe,Ga,Li,Mg,Mn,Ni,Pb,Sc,Si,Sn,Ti,V,Zn,Zr,Elongation (%),Tensile Strength (MPa),Yield Strength (MPa),class
886,Solutionised  + Artificially peak aged,0,0.9165,0.0001,0,0,0,0,0,0,0.0022,0,0.0008,0,0,0.0036,0,0,0,0,0.0754,0,0.0014,0,0,0,4.5,280.9,255.5,2
887,Solutionised  + Artificially peak aged,0,0.9475,0,0,0,0,0,0,0.023,0,0,0,0,0,0.016,0,0.01,0,0,0.0018,0,0.0017,0,0,0,,440,370,2
888,Solutionised  + Artificially peak aged,0,0.942,0,0,0,0,0,0,0.023,0,0,0.01,0,0,0.015,0,0.01,0,0,0,0,0,0,0,0,10,434.369691,372.316878,2
889,Solutionised  + Artificially peak aged,0,0.937015358,0,0,0,0,0,0,0.023012657,0,0,0.011006053,0,0,0.01550853,0,0.010505778,0,0,0.001750963,0,0.000700385,0,0.000500275,0,8.5,420,350,2
890,Solutionised  + Artificially peak aged,0,0.93655,0,0,0,0,0,0,0.023,0,0,0.011,0,0,0.0155,0,0.0105,0,0,0.00175,0,0.0007,0,0.001,0,10,435,,2
891,Solutionised  + Artificially peak aged,0,0.933,0,0,0,0,0,0,0.04,0,0,0,0,0,0.007,0,0.02,0,0,0,0,0,0,0,0,21,420,315,2
892,Solutionised  + Artificially peak aged,0,0.9275,0,0,0,0,0,0.002,0,0,0,0,0,0,0.028,0.0025,0,0,0,0,0,0,0,0.04,0,13,413.68542,344.73785,2
893,Solutionised  + Artificially peak aged,0,0.9185,0,0,0,0,0,0.002,0.001,0,0,0.004,0,0,0.028,0.0025,0,0,0,0.003,0,0.001,0,0.04,0,13,415,,2
894,Solutionised  + Artificially peak aged,0,0.9028,0,0,0,0,0,0.0022,0.016,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0.057,0,11,565,490,2
895,Solutionised  + Artificially peak aged,0,0.9028,0,0,0,0,0,0.0022,0.016,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0.057,0,12,515,450,2
896,Solutionised  + Artificially peak aged,0,0.901085706,0,0,0,0,0,0.002151398,0.015510082,0,0,0.00060039,0,0,0.022514635,0.000300195,0,0,0,0.000500325,0,0.000300195,0,0.057037074,0,9.75,501,434.5,2
897,Solutionised  + Artificially peak aged,0,0.898,0,0,0,0,0,0,0.006,0,0,0,0,0,0.016,0.005,0,0,0,0,0,0,0,0.075,0,14,510.212018,468.843476,2
898,Solutionised  + Artificially peak aged,0,0.9275,0,0,0,0,0,0.002,0,0,0,0,0,0,0.028,0.0025,0,0,0,0,0,0,0,0.04,0,13,413.68542,344.73785,2
899,Solutionised  + Artificially peak aged,0,0.886886887,0,0,0,0,0,0.0002002,0.022022022,0,0,0.000750751,0,0,0.023523524,0.000500501,0,0,0,0.000600601,0,0.0003003,0,0.064064064,0.001151151,9.75,609.5,551.5,2
900,Solutionised  + Artificially peak aged,0,0.886886887,0,0,0,0,0,0.0002002,0.022022022,0,0,0.000750751,0,0,0.023523524,0.000500501,0,0,0,0.000600601,0,0.0003003,0,0.064064064,0.001151151,8.65,579,538,2
901,Solutionised  + Artificially peak aged,0,0.977782226,0,0,0,0,0,0.0005004,0.00060048,0,0,0.001251001,0,0,0.005754604,0.00060048,0,0,0,0.011509207,0,0.0007506,0,0.001251001,0,12,325,290.5,2
902,Solutionised  + Artificially peak aged,0,0.974731048,0,0,0,0,0,0.000500375,0.009006755,0,0,0.002001501,0,0,0.003752815,0.001501126,0,0,0,0.006504879,0,0.000500375,0.000250188,0.001250938,0,13,300,240,2
903,Solutionised  + Artificially peak aged,0,0.973229922,0,0,0,0,0,0.000750563,0.010007506,0,0,0.002501876,0,0,0.007005254,0.002501876,0,0,0,0.002501876,0,0,0,0.001501126,0,15,270.5,200,2
904,Solutionised  + Artificially peak aged,0,0.973021673,0,0,0,0,0,0.00195205,0.002752891,0,0,0.003503679,0,0,0.010010511,0.000750788,0,0,0,0.006006307,0,0.000750788,0,0.001251314,0,8.5,279,253.5,2
905,Solutionised  + Artificially peak aged,0,0.972472472,0,0,0,0,0,0.000500501,0.003753754,0,0,0.002502503,0,0,0.006006006,0.005005005,0,0,0,0.008008008,0,0.000500501,0,0.001251251,0,11,300,260,2
906,Solutionised  + Artificially peak aged,0,0.97047047,0,0,0,0,0,0.000500501,0.007007007,0,0,0.002002002,0,0,0.007507508,0.002752753,0,0,0,0.008508509,0,0.000500501,0,0.000750751,0,11,360,320,2
907,Solutionised  + Artificially peak aged,0,0.96024006,0,0,0,0,0,0.001250313,0.009002251,0,0,0.00100025,0,0,0.009002251,0.005501375,0,0,0,0.010002501,0,0,0,0.004001,0,6.78,389,366,2
908,Solutionised  + Artificially peak aged,0,0.9334,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0.0006,0,0,0,10,415,290,2
909,Solutionised  + Artificially peak aged,0,0.9315,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.001,0,0.0015,10,413.68542,289.579794,2
910,Solutionised  + Artificially peak aged,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,5.405,436,333.5,2
911,Solutionised  + Artificially peak aged,0,0.927927928,0,0,0,0,0,0.000500501,0.044544545,0,0,0.003503504,0,0,0.005005005,0.008008008,0,0,0,0.008508509,0,0.000750751,0,0.001251251,0,4.5,431,390,2
912,Solutionised  + Artificially peak aged,0,0.927473848,0,0,0,0,0,0,0.06306622,0,0,0.001501577,0,0,0.000100105,0.003003153,0,0,0,0.001001051,0,0.000600631,0.001001051,0.000500526,0.001751839,7,391.5,261,2
913,Solutionised  + Artificially peak aged,0,0.92445,0,0,0,0,0,0,0.063,0,0,0.003,0,0,0.0002,0.003,0,0,0,0.002,0,0.0006,0.001,0.001,0.00175,10,415,,2
914,Solutionised  + Artificially peak aged,0,0.893625538,0,0,0,0,0,0.002301611,0.016011208,0,0,0.002501751,0,0,0.025017512,0.001501051,0,0,0,0.002001401,0,0.0010007,0,0.056039227,0,6,506.5,424,2
915,Solutionised  + Artificially peak aged,0,0.924,0,0,0,0,0,0.0019,0,0,0,0,0,0,0.0287,0.0024,0,0,0,0,0,0,0,0.043,0,11,456,395,2
916,Solutionised  + Artificially peak aged,0,0.924,0,0,0,0,0,0.0019,0,0,0,0,0,0,0.0287,0.0024,0,0,0,0,0,0,0,0.043,0,11,456,395,2
917,Solutionised  + Artificially peak aged,0,0.9795,0,0,0,0,0,0.002,0.0025,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,12,310.264065,275.79028,2
918,Solutionised  + Artificially peak aged,0,0.9792,0,0,0,0,0,0.002,0.0028,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,12,310,275,2
919,Solutionised  + Artificially peak aged,0,0.978,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0.01,0,0,0,0,0,13,337.843093,296.474551,2
920,Solutionised  + Artificially peak aged,0,0.973021673,0,0,0,0,0,0.00195205,0.002752891,0,0,0.003503679,0,0,0.010010511,0.000750788,0,0,0,0.006006307,0,0.000750788,0,0.001251314,0,12.2,297,261,2
921,Solutionised  + Artificially peak aged,0,0.958,0,0,0,0,0,0,0.009,0,0,0,0,0,0.011,0.009,0,0,0,0.013,0,0,0,0,0,12,393.001149,358.527364,2
922,Solutionised  + Artificially peak aged,0,0.957,0,0,0,0,0,0,0.01,0,0,0,0,0,0.011,0.008,0,0,0,0.014,0,0,0,0,0,,395,360,2
923,Solutionised  + Artificially peak aged,0,0.935,0,0,0,0,0,0,0.044,0,0,0,0,0,0.005,0.008,0,0,0,0.008,0,0,0,0,0,,485,415,2
924,Solutionised  + Artificially peak aged,0,0.9343,0,0,0,0.002,0,0,0.0446,0,0,0.002,0,0.0108,0,0.0052,0,0,0,0.0009,0,0.0002,0,0,0,5.3,547,517,2
925,Solutionised  + Artificially peak aged,0,0.9343,0,0,0,0.002,0,0,0.0446,0,0,0.002,0,0.0108,0,0.0052,0,0,0,0.0009,0,0.0002,0,0,0,5.3,547,517,2
926,Solutionised  + Artificially peak aged,0,0.934,0,0,0,0,0,0,0.044,0,0,0,0,0,0.005,0.008,0,0,0,0.009,0,0,0,0,0,13,482.63299,413.68542,2
927,Solutionised  + Artificially peak aged,0,0.927927928,0,0,0,0,0,0.000500501,0.044544545,0,0,0.003503504,0,0,0.005005005,0.008008008,0,0,0,0.008508509,0,0.000750751,0,0.001251251,0,4,438,379,2
928,Solutionised  + Artificially peak aged,0,0.914,0,0,0,0,0,0.002,0.006,0,0,0,0,0,0.033,0.002,0,0,0,0,0,0,0,0.043,0,14,537.791046,468.843476,2
929,Solutionised  + Artificially peak aged,0,0.9085,0,0,0,0,0,0.0015,0.006,0,0,0.004,0,0,0.032,0.002,0,0,0,0.003,0,0,0,0.043,0,14,540,470,2
930,Solutionised  + Artificially peak aged,0,0.9085,0,0,0,0,0,0.0015,0.006,0,0,0.004,0,0,0.032,0.002,0,0,0,0.003,0,0,0,0.043,0,14,540,470,2
931,Solutionised  + Artificially peak aged,0,0.9028,0,0,0,0,0,0.0022,0.016,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0.057,0,,530,460,2
932,Solutionised  + Artificially peak aged,0,0.9028,0,0,0,0,0,0.0022,0.016,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0.057,0,,585,510,2
933,Solutionised  + Artificially peak aged,0,0.901085706,0,0,0,0,0,0.002151398,0.015510082,0,0,0.00060039,0,0,0.022514635,0.000300195,0,0,0,0.000500325,0,0.000300195,0,0.057037074,0,9.75,559,486.5,2
934,Solutionised  + Artificially peak aged,0,0.9007,0,0,0,0,0,0.0023,0.016,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0.056,0,11,570,505,2
935,Solutionised  + Artificially peak aged,0,0.9,0,0,0,0,0,0.003,0.016,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0.056,0,11,572.264831,503.317261,2
936,Solutionised  + Artificially peak aged,0,0.893625538,0,0,0,0,0,0.002301611,0.016011208,0,0,0.002501751,0,0,0.025017512,0.001501051,0,0,0,0.002001401,0,0.0010007,0,0.056039227,0,6,486.5,420.5,2
937,Solutionised  + Artificially peak aged,0,0.8867,0,0,0,0,0,0.0023,0.016,0,0,0.005,0,0,0.025,0.003,0,0,0,0.004,0,0.002,0,0.056,0,6,572,503,2
938,Solutionised  + Artificially peak aged,0,0.8867,0,0,0,0,0,0.0023,0.016,0,0,0.005,0,0,0.025,0.003,0,0,0,0.004,0,0.002,0,0.056,0,11,,510,2
939,Solutionised  + Artificially peak aged,0,0.8867,0,0,0,0,0,0.0023,0.016,0,0,0.005,0,0,0.025,0.003,0,0,0,0.004,0,0.002,0,0.056,0,6,572,503,2
940,Solutionised  + Artificially peak aged,0,0.882,0,0,0,0,0,0.003,0.02,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0.068,0,10,606.738616,537.791046,2
941,Solutionised  + Artificially peak aged,0,0.8817,0,0,0,0,0,0.0023,0.02,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0.068,0,10,605,540,2
942,Solutionised  + Artificially peak aged,0,0.872,0,0,0,0,0,0.003,0.021,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.074,0,9,675.686186,627.422887,2
943,Solutionised  + Artificially peak aged,0,0.973021673,0,0,0,0,0,0.00195205,0.002752891,0,0,0.003503679,0,0,0.010010511,0.000750788,0,0,0,0.006006307,0,0.000750788,0,0.001251314,0,12.2,297,261,2
944,Solutionised  + Artificially peak aged,0,0.893625538,0,0,0,0,0,0.002301611,0.016011208,0,0,0.002501751,0,0,0.025017512,0.001501051,0,0,0,0.002001401,0,0.0010007,0,0.056039227,0,6.5,510,445,2
945,Solutionised  + Artificially peak aged,0,0.973021673,0,0,0,0,0,0.00195205,0.002752891,0,0,0.003503679,0,0,0.010010511,0.000750788,0,0,0,0.006006307,0,0.000750788,0,0.001251314,0,12.2,297,261,2
946,Solutionised  + Artificially peak aged,0,0.927927928,0,0,0,0,0,0.000500501,0.044544545,0,0,0.003503504,0,0,0.005005005,0.008008008,0,0,0,0.008508509,0,0.000750751,0,0.001251251,0,4,438,379,2
947,Solutionised  + Artificially peak aged,0,0.893625538,0,0,0,0,0,0.002301611,0.016011208,0,0,0.002501751,0,0,0.025017512,0.001501051,0,0,0,0.002001401,0,0.0010007,0,0.056039227,0,6.5,510,445,2
948,Solutionised  + Artificially peak aged,0,0.973021673,0,0,0,0,0,0.00195205,0.002752891,0,0,0.003503679,0,0,0.010010511,0.000750788,0,0,0,0.006006307,0,0.000750788,0,0.001251314,0,12.2,297,261,2
949,Solutionised  + Artificially peak aged,0,0.927927928,0,0,0,0,0,0.000500501,0.044544545,0,0,0.003503504,0,0,0.005005005,0.008008008,0,0,0,0.008508509,0,0.000750751,0,0.001251251,0,4.5,427.5,369,2
950,Solutionised  + Artificially peak aged,0,0.893625538,0,0,0,0,0,0.002301611,0.016011208,0,0,0.002501751,0,0,0.025017512,0.001501051,0,0,0,0.002001401,0,0.0010007,0,0.056039227,0,5,493,417,2
951,Solutionised  + Artificially peak aged,0,0.89785296,0,0,0,0,0,0.002302187,0.016015214,0,0,0.001000951,0,0,0.025023773,0.000500475,0,0,0,0.000750713,0,0.000500475,0,0.056053251,0,5.5,562,489.5,2
952,Solutionised + Artificially over aged,0,0.9705,0,0,0,0,0.001,0,0,0,0,0,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,7,308,180,3
953,Solutionised + Artificially over aged,0,0.9705,0,0,0,0,0.001,0,0,0,0,0,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,7,308,180,3
954,Solutionised + Artificially over aged,0,0.9675,0,0,0,0,0.004,0,0,0,0,0,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,9,336,189,3
955,Solutionised + Artificially over aged,0,0.9675,0,0,0,0,0.004,0,0,0,0,0,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,9,336,189,3
956,Solutionised + Artificially over aged,0,0.9635,0,0,0,0,0.008,0,0,0,0,0,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,10,348,205,3
957,Solutionised + Artificially over aged,0,0.9635,0,0,0,0,0.008,0,0,0,0,0,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,10,348,205,3
958,Solutionised + Artificially over aged,0.0037,0.9344,0,0,0,0,0,0,0.045,0,0,0.0003,0,0.0116,0.0036,0,0,0,0,0.0001,0,0,0,0,0.0013,25.5,480,280,3
959,Solutionised + Artificially over aged,0.0037,0.9344,0,0,0,0,0,0,0.045,0,0,0.0003,0,0.0116,0.0036,0,0,0,0,0.0001,0,0,0,0,0.0013,25.5,480,280,3
960,Solutionised + Artificially over aged,0,0.9323,0,0,0,0,0,0.0001,0.0399,0,0,0.0012,0,0.0234,0.0002,0.0001,0.0001,0,0,0,0,0.0001,0,0.0005,0.0021,7.83,540.98,474.21,3
961,Solutionised + Artificially over aged,0,0.9323,0,0,0,0,0,0.0001,0.0399,0,0,0.0012,0,0.0234,0.0002,0.0001,0.0001,0,0,0,0,0.0001,0,0.0005,0.0021,7.83,540.98,474.21,3
962,Solutionised + Artificially over aged,0,0.932,0,0,0,0,0,0.0014,0,0,0,0.0012,0,0,0.0104,0.0022,0,0,0,0.0009,0,0,0,0.0507,0.0012,8.8,451.3,420.29,4
963,Solutionised + Artificially over aged,0,0.932,0,0,0,0,0,0.0014,0,0,0,0.0012,0,0,0.0104,0.0022,0,0,0,0.0009,0,0,0,0.0507,0.0012,8.8,451.3,420.29,4
964,Solutionised + Artificially over aged,0,0.9251,0,0,0,0,0,0.0014,0,0,0,0.0014,0,0,0.0278,0.0023,0,0,0,0.0009,0,0,0,0.0401,0.001,7.8,523.64,482.3,4
965,Solutionised + Artificially over aged,0,0.9251,0,0,0,0,0,0.0014,0,0,0,0.0014,0,0,0.0278,0.0023,0,0,0,0.0009,0,0,0,0.0401,0.001,7.8,523.64,482.3,4
966,Solutionised + Artificially over aged,0,0.861,0,0,0,0,0,0,0.025,0,0,0.0005,0,0,0.026,0,0,0,0,0.0005,0,0,0,0.087,0,9,649,610,4
967,Solutionised + Artificially over aged,0,0.861,0,0,0,0,0,0,0.025,0,0,0.0005,0,0,0.026,0,0,0,0,0.0005,0,0,0,0.087,0,9,649,610,4
968,Solutionised + Artificially over aged,0,0.7995,0,0,0,0,0,0,0.0025,0,0,0.0025,0,0,0.0095,0.003,0,0,0,0.18,0,0.002,0,0.001,0,1,209,195,4
969,Solutionised + Artificially over aged,0,0.795,0,0,0,0,0,0,0.0025,0,0,0.006,0,0,0.0105,0.003,0,0,0,0.18,0,0.002,0,0.001,0,1,236,222,4
970,Solutionised + Artificially over aged,0,0.758,0,0,0,0,0,0,0.0025,0,0,0.0025,0,0,0.011,0.003,0,0,0,0.22,0,0.002,0,0.001,0,0.5,181,181,4
971,Solutionised + Artificially over aged,0,0.7545,0,0,0,0,0,0,0.0025,0,0,0.006,0,0,0.011,0.003,0,0,0,0.22,0,0.002,0,0.001,0,0.5,222,222,4
972,Solutionised + Artificially over aged,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,5.405,420.5,324,3
973,Solutionised + Artificially over aged,0,0.925,0,0,0,0,0,0,0.04,0,0,0,0,0,0.015,0,0.02,0,0,0,0,0,0,0,0,11,330.948336,255.106009,3
974,Solutionised + Artificially over aged,0,0.925,0,0,0,0,0,0,0.04,0,0,0,0,0,0.015,0,0.02,0,0,0,0,0,0,0,0,,330,255,3
975,Solutionised + Artificially over aged,0,0.90524,0,0,0,0,0,0,0.018,0,0,0,0,0,0.0197,0,0,0,0,0,0,0,0,0.0556,0.00146,3.6,492,448,4
976,Solutionised + Artificially over aged,0,0.9006,0,0,0,0,0,0.0019,0.0153,0,0,0.0008,0,0,0.0224,0.0006,0,0,0,0.0002,0,0.0002,0,0.058,0,12.3,517.3,450.2,4
977,Solutionised + Artificially over aged,0,0.9,0,0,0,0,0,0.003,0.016,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0.056,0,13,503.317261,434.369691,4
978,Solutionised + Artificially over aged,0,0.893625538,0,0,0,0,0,0.002301611,0.016011208,0,0,0.002501751,0,0,0.025017512,0.001501051,0,0,0,0.002001401,0,0.0010007,0,0.056039227,0,5,448,375.5,4
979,Solutionised + Artificially over aged,0,0.8905,0,0,0,0,0,0,0.022,0,0,0,0,0,0.0235,0,0,0,0,0,0,0,0,0.064,0,10.6,550,505,4
980,Solutionised + Artificially over aged,0,0.8905,0,0,0,0,0,0,0.022,0,0,0,0,0,0.0235,0,0,0,0,0,0,0,0,0.064,0,10.6,550,505,4
981,Solutionised + Artificially over aged,0,0.8905,0,0,0,0,0,0,0.022,0,0,0,0,0,0.0235,0,0,0,0,0,0,0,0,0.064,0,10.6,550,505,4
982,Solutionised + Artificially over aged,0,0.8814,0,0,0,0,0,0.0016,0.016,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0.077,0,,515,450,4
983,Solutionised + Artificially over aged,0,0.88011,0,0,0,0,0,0,0.0198,0,0,0.00055,0,0,0.0212,0,0,0,0,0.00034,0,0,0,0.0768,0.0012,15.4,557,513,4
984,Solutionised + Artificially over aged,0,0.878070746,0,0,0,0,0,0.001601041,0.015510082,0,0,0.00100065,0,0,0.024515935,0.00100065,0,0,0,0.000750488,0,0.000500325,0,0.077050083,0,5.5,482.5,410,4
985,Solutionised + Artificially over aged,0,0.87678911,0,0,0,0,0,0.001601441,0.015513963,0,0,0.001751576,0,0,0.02452207,0.001000901,0,0,0,0.001251126,0,0.00050045,0,0.077069362,0,5.5,482.5,410,4
986,Solutionised + Artificially over aged,0,0.8724,0,0,0,0,0,0.0016,0.0155,0,0,0.0035,0,0,0.0245,0.002,0,0,0,0.0025,0,0.001,0,0.077,0,11,530,,4
987,Solutionised + Artificially over aged,0,0.8724,0,0,0,0,0,0.0016,0.0155,0,0,0.0035,0,0,0.0245,0.002,0,0,0,0.0025,0,0.001,0,0.077,0,12,517,448,4
988,Solutionised + Artificially over aged,0,0.8724,0,0,0,0,0,0.0016,0.0155,0,0,0.0035,0,0,0.0245,0.002,0,0,0,0.0025,0,0.001,0,0.077,0,12,517,448,4
989,Solutionised + Artificially over aged,0,0.9028,0,0,0,0,0,0.0022,0.016,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0.057,0,,495,420,4
990,Solutionised + Artificially over aged,0,0.901085706,0,0,0,0,0,0.002151398,0.015510082,0,0,0.00060039,0,0,0.022514635,0.000300195,0,0,0,0.000500325,0,0.000300195,0,0.057037074,0,6.5,468.5,386,4
991,Solutionised + Artificially over aged,0,0.89945,0,0,0,0,0,0.00215,0.0155,0,0,0.0012,0,0,0.0225,0.0006,0,0,0,0.001,0,0.0006,0,0.057,0,12,545,476,4
992,Solutionised + Artificially over aged,0,0.89945,0,0,0,0,0,0.00215,0.0155,0,0,0.0012,0,0,0.0225,0.0006,0,0,0,0.001,0,0.0006,0,0.057,0,12,,490,4
993,Solutionised + Artificially over aged,0,0.89945,0,0,0,0,0,0.00215,0.0155,0,0,0.0012,0,0,0.0225,0.0006,0,0,0,0.001,0,0.0006,0,0.057,0,12,545,476,4
994,Solutionised + Artificially over aged,0,0.893625538,0,0,0,0,0,0.002301611,0.016011208,0,0,0.002501751,0,0,0.025017512,0.001501051,0,0,0,0.002001401,0,0.0010007,0,0.056039227,0,6.5,441.5,362,4
995,Solutionised + Artificially over aged,0,0.8888,0,0,0,0,0,0,0.023,0,0,0.0015,0,0,0.0225,0,0,0,0,0.0012,0,0,0,0.062,0.001,11,552,490,4
996,Solutionised + Artificially over aged,0,0.8888,0,0,0,0,0,0,0.023,0,0,0.0015,0,0,0.0225,0,0,0,0,0.0012,0,0,0,0.062,0.001,11,552,490,4
997,Solutionised + Artificially over aged,0,0.87678911,0,0,0,0,0,0.001601441,0.015513963,0,0,0.001751576,0,0,0.02452207,0.001000901,0,0,0,0.001251126,0,0.00050045,0,0.077069362,0,5,472,410,4
998,Solutionised + Artificially over aged,0,0.893625538,0,0,0,0,0,0.002301611,0.016011208,0,0,0.002501751,0,0,0.025017512,0.001501051,0,0,0,0.002001401,0,0.0010007,0,0.056039227,0,7.57,448,375.5,4
999,Solutionised + Artificially over aged,0,0.893,0,0,0,0,0,0,0.023,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0.062,0,,495,435,4
1000,Solutionised + Artificially over aged,0,0.89785296,0,0,0,0,0,0.002302187,0.016015214,0,0,0.001000951,0,0,0.025023773,0.000500475,0,0,0,0.000750713,0,0.000500475,0,0.056053251,0,6,457,383,4
1001,Solutionised + Artificially over aged,0,0.893625538,0,0,0,0,0,0.002301611,0.016011208,0,0,0.002501751,0,0,0.025017512,0.001501051,0,0,0,0.002001401,0,0.0010007,0,0.056039227,0,7.57,448,375.5,4
1002,Solutionised + Artificially over aged,0,0.893,0,0,0,0,0,0,0.023,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0.062,0,,495,435,4
1003,Solutionised + Artificially over aged,0,0.888888889,0,0,0,0,0,0.0002002,0.023023023,0,0,0.000750751,0,0,0.022522523,0.000500501,0,0,0,0.000600601,0,0.0003003,0,0.062062062,0.001151151,8.65,455,386.5,4
1004,Solutionised + Artificially over aged,0,0.878070746,0,0,0,0,0,0.001601041,0.015510082,0,0,0.00100065,0,0,0.024515935,0.00100065,0,0,0,0.000750488,0,0.000500325,0,0.077050083,0,6,493.5,421,4
1005,Solutionised + Artificially over aged,0,0.87678911,0,0,0,0,0,0.001601441,0.015513963,0,0,0.001751576,0,0,0.02452207,0.001000901,0,0,0,0.001251126,0,0.00050045,0,0.077069362,0,6,493.5,421,4
1006,Solutionised + Artificially over aged,0,0.893625538,0,0,0,0,0,0.002301611,0.016011208,0,0,0.002501751,0,0,0.025017512,0.001501051,0,0,0,0.002001401,0,0.0010007,0,0.056039227,0,5,434.5,355,4
1007,Solutionised + Artificially over aged,0,0.8814,0,0,0,0,0,0.0016,0.016,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0.077,0,,515,435,4
1008,Solutionised + Artificially over aged,0,0.88665,0,0,0,0,0,0.0004,0.023,0,0,0.0015,0,0,0.0225,0.001,0,0,0,0.0012,0,0.0006,0,0.062,0.00115,11,550,,4
1009,Solutionised + Artificially over aged,0,0.8909,0,0,0,0,0,0.0005,0.0175,0,0,0.0015,0,0,0.0235,0.001,0,0,0,0.0012,0,0.0006,0,0.062,0.0013,12,525,455,4
1010,Solutionised + Artificially over aged,0,0.8909,0,0,0,0,0,0.0005,0.0175,0,0,0.0015,0,0,0.0235,0.001,0,0,0,0.0012,0,0.0006,0,0.062,0.0013,12,525,455,4
1011,Solutionised + Artificially over aged,0,0.8888,0,0,0,0,0,0,0.023,0,0,0.0015,0,0,0.0225,0,0,0,0,0.0012,0,0,0,0.062,0.001,10,,440,4
1012,Solutionised + Artificially over aged,0,0.89785296,0,0,0,0,0,0.002302187,0.016015214,0,0,0.001000951,0,0,0.025023773,0.000500475,0,0,0,0.000750713,0,0.000500475,0,0.056053251,0,6.5,482.5,410.5,4
1013,Solutionised + Artificially over aged,0,0.888888889,0,0,0,0,0,0.0002002,0.023023023,0,0,0.000750751,0,0,0.022522523,0.000500501,0,0,0,0.000600601,0,0.0003003,0,0.062062062,0.001151151,5,479,399.5,4
1014,Solutionised + Artificially over aged,0,0.9007,0,0,0,0,0,0.0023,0.016,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0.056,0,,525,455,4
1015,Solutionised + Artificially over aged,0,0.895716573,0,0,0,0,0,0.00020016,0.019015212,0,0,0.00065052,0,0,0.020516413,0.00020016,0,0,0,0.0005004,0,0.00030024,0,0.06204964,0.000850681,6.5,476,402.5,4
1016,Solutionised + Artificially over aged,0,0.893,0,0,0,0,0,0,0.023,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0.062,0,,525,470,4
1017,Solutionised + Artificially over aged,0,0.892991145,0,0,0,0,0,0.000250138,0.01750963,0,0,0.000750413,0,0,0.023512932,0.000500275,0.000250138,0,0,0.00060033,0,0.000300165,0,0.062034119,0.001300715,5.5,465,393,4
1018,Solutionised + Artificially over aged,0,0.888888889,0,0,0,0,0,0.0002002,0.023023023,0,0,0.000750751,0,0,0.022522523,0.000500501,0,0,0,0.000600601,0,0.0003003,0,0.062062062,0.001151151,6,489.5,427.5,4
1019,Solutionised + Artificially over aged,0,0.888888889,0,0,0,0,0,0.0002002,0.023023023,0,0,0.000750751,0,0,0.022522523,0.000500501,0,0,0,0.000600601,0,0.0003003,0,0.062062062,0.001151151,7.57,472,403,4
1020,Solutionised + Artificially over aged,0,0.89785296,0,0,0,0,0,0.002302187,0.016015214,0,0,0.001000951,0,0,0.025023773,0.000500475,0,0,0,0.000750713,0,0.000500475,0,0.056053251,0,6.5,452,369,4
1021,Solutionised + Artificially over aged,0,0.888888889,0,0,0,0,0,0.0002002,0.023023023,0,0,0.000750751,0,0,0.022522523,0.000500501,0,0,0,0.000600601,0,0.0003003,0,0.062062062,0.001151151,6,468.5,389.5,4
